row      NDB_No  FdGrp_Cd                                          Long_Desc      FE
3848   13392      1300  Beef, rib, small end (ribs 10-12), separable l...    2.28
551     3844       300  Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMI...    2.28
7170   23080      1300  Beef, chuck eye steak, boneless, separable lea...    2.28
6853   21340      2100                        McDONALD'S, Sausage Burrito    2.28
4829   16092      1600           Peanuts, spanish, oil-roasted, with salt    2.28
3858   13405      1300  Beef, round, bottom round, roast, separable le...    2.28
3660   12115      1200  Nuts, coconut cream, raw (liquid expressed fro...    2.28
4677   15200      1500             Fish, mackerel, king, cooked, dry heat    2.28
4998   16392      1600        Peanuts, spanish, oil-roasted, without salt    2.28
4352   14317      1400     Beverages, malted drink mix, chocolate, powder    2.28
7343   23263      1300  Beef, ribeye  petite roast/filet, boneless, se...    2.28
5276   17178      1700  Game meat, rabbit, domesticated, composite of ...    2.27
7168   23078      1300  Beef, chuck eye steak, boneless, separable lea...    2.27
5968   18631      1800  PILLSBURY, Crusty French Loaf, refrigerated dough    2.27
5108   17010      1700  Lamb, domestic, foreshank, separable lean only...    2.27
5780   18278      1800  Muffins, blueberry, prepared from recipe, made...    2.27
8405   35177      3500  Elk, free range, roast, eye of round, raw (Sho...    2.27
7344   23264      1300  Beef, ribeye  petite roast/filet, boneless, se...    2.27
7496   23418      1300           Beef, New Zealand, imported, inside, raw    2.27
5540   17443      1700  Lamb, Australian, imported, fresh, tenderloin,...    2.27
2964   11212      1100                          Edamame, frozen, prepared    2.27
8195   28394      1800                     PEPPERIDGE FARM, Hamburger Bun    2.27
5756   18251      1800  Doughnuts, cake-type, chocolate, sugared or gl...    2.27
8746   43497      1500                           Jellyfish, dried, salted    2.27
6365   19415      2500                              Snacks, potato sticks    2.27
3777   13294      1300  Beef, chuck, under blade pot roast or steak, b...    2.27
3928   13495      1300  Beef, ground, 70% lean meat / 30% fat, loaf, c...    2.27
6752   21224      2100  Pizza, cheese topping, regular crust, frozen, ...    2.27
7194   23104      1300  Beef, chuck, under blade pot roast or steak, b...    2.27
7334   23254      1300  Beef, top loin petite roast/filet, boneless, s...    2.27
7178   23088      1300  Beef, chuck, mock tender steak, boneless, sepa...    2.26
6707   21113      2100  Fast foods, hamburger; single, large patty; wi...    2.26
1716    7918       700  Sausage, summer, pork and beef, sticks, with c...    2.26
2917   11148      1100  Chard, swiss, cooked, boiled, drained, without...    2.26
2816   11004      1100  Amaranth leaves, cooked, boiled, drained, with...    2.26
3059   11316      1100                  Peas, mature seeds, sprouted, raw    2.26
3382   11765      1100   Chard, swiss, cooked, boiled, drained, with salt    2.26
4067   13916      1300  Beef, short loin, top loin, separable lean and...    2.26
5993   18945      1800  Pie crust, deep dish, frozen, unbaked, made wi...    2.26
3876   13426      1300  Beef, round, tip round, roast, separable lean ...    2.26
3320   11700      1100  Amaranth leaves, cooked, boiled, drained, with...    2.26
2319    9245       900  Peaches, dehydrated (low-moisture), sulfured, ...    2.26
4362   14353      1400  Beverages, tea, instant, decaffeinated, unswee...    2.26
5939   18527      1800    ARCHWAY Home Style Cookies, Date Filled Oatmeal    2.26
4366   14366      1400       Beverages, tea, instant, unsweetened, powder    2.26
3907   13468      1300  Beef, short loin, porterhouse steak, separable...    2.26
3215   11520      1100             Taro leaves, raw (Colocasia esculenta)    2.25
3930   13497      1300  Beef, ground, 70% lean meat / 30% fat, patty, ...    2.25
7500   23422      1300  Beef, New Zealand, imported, knuckle, cooked, ...    2.25
7374   23294      1300  Beef, Australian, imported, grass-fed, loin, t...    2.25
5557   17460      1700  Lamb, Australian, imported, fresh, tenderloin,...    2.25
5543   17446      1700  Lamb, Australian, imported, fresh, leg, trotte...    2.25
8154   28352      1800  Cookies, vanilla sandwich with creme filling, ...    2.25
7214   23124      1300  Beef, chuck, mock tender steak, boneless, sepa...    2.25
5666   18151      1800           Cookies, brownies, commercially prepared    2.25
573     3901       300  Infant formula, NESTLE, GOOD START 2 ESSENTIAL...    2.25
6019   18971      1800                                      Bread, potato    2.25
6686   21090      2100  Fast foods, cheeseburger; single, regular patt...    2.25
6080   19040      2500                     Snacks, popcorn, cheese-flavor    2.24
5173   17075      1700  Lamb, New Zealand, imported, frozen, leg, whol...    2.24
5169   17071      1700  Lamb, New Zealand, imported, fore-shank, separ...    2.24
7605   23562      1300         Beef, ground, 90% lean meat / 10% fat, raw    2.24
1309    6178       600                              USDA Commodity, salsa    2.24
7164   23074      1300  Beef, chuck eye Country-Style ribs, boneless, ...    2.24
7218   23128      1300  Beef, chuck, short ribs, boneless, separable l...    2.24
7341   23261      1300  Beef, loin, top sirloin petite roast/filet, bo...    2.24
7375   23295      1300  Beef, Australian, imported, Wagyu, loin, tende...    2.24
3953   13798      1300  Beef, composite of trimmed retail cuts, separa...    2.24
6856   21344      2100                    McDONALD'S, Double Cheeseburger    2.24
3854   13399      1300  Beef, round, bottom round, roast, separable le...    2.24
5711   18204      1800  Cookies, sugar, commercially prepared, regular...    2.24
7287   23197      1300  Beef, rib eye steak, boneless, lip-on, separab...    2.24
5412   17315      1700  Lamb, Australian, imported, fresh, rib chop, f...    2.24
4033   13882      1300  Beef, round, eye of round, roast, separable le...    2.24
5398   17301      1700  Lamb, Australian, imported, fresh, leg, sirloi...    2.24
5700   18189      1800       Cookies, peanut butter, prepared from recipe    2.23
8124   28322      1800                                 Bagels, multigrain    2.23
3767   13166      1300                       USDA Commodity, beef, canned    2.23
6697   21101      2100  Fast foods, cheeseburger; triple, regular patt...    2.23
4011   13860      1300  Beef, rib, small end (ribs 10-12), separable l...    2.23
5148   17050      1700  Lamb, domestic, shoulder, arm, separable lean ...    2.23
7131   23041      1300  Beef, chuck, shoulder clod, top blade, steak, ...    2.23
1261    6076       600                       Soup, beef broth, cubed, dry    2.23
7320   23240      1300  Beef, loin, top sirloin petite roast/filet, bo...    2.23
5692   18180      1800                          Cookies, oatmeal, dry mix    2.22
4766   16028      1600  Beans, kidney, all types, mature seeds, cooked...    2.22
5976   18641      1800     INTERSTATE BRANDS CORP, WONDER Hamburger Rolls    2.22
7203   23113      1300  Beef, chuck eye roast, boneless, America's Bee...    2.22
3138   11418      1100               Pumpkin leaves, raw (Cucurbita spp.)    2.22
3815   13355       700                              Beef, cured, pastrami    2.22
7145   23055      1300  Beef, round, knuckle, tip side, steak, separab...    2.22
6788   21263      2100                    TACO BELL, Soft Taco with steak    2.22
3792   13331      1300  Beef, variety meats and by-products, pancreas,...    2.22
3318   11697      1100               Arrowroot, raw (Maranta arundinacea)    2.22
5822   18332      1800                  Pie crust, standard-type, dry mix    2.22
3780   13319      1300  Beef, variety meats and by-products, brain, co...    2.22
3984   13831      1300  Beef, rib, whole (ribs 6-12), separable lean a...    2.22
5669   18155      1800   Cookies, butter, commercially prepared, enriched    2.22
3872   13422      1300  Beef, round, tip round, roast, separable lean ...    2.22
1855    8133       800  Cereals, oats, instant, fortified, with raisin...    2.21
2843   11039      1100  Lima beans, immature seeds, frozen, baby, unpr...    2.21
4113   13974      1300  Beef, chuck eye roast, boneless, America's Bee...    2.21
5716   18210      1800       Cookies, vanilla sandwich with creme filling    2.21
7382   23302      1300  Beef, Australian, imported, grass-fed, loin, t...    2.21
7508   23430      1300  Beef, New Zealand, imported, ribs prepared, co...    2.21
8188   28387      1800           PEPPERIDGE FARM, Hamburger Buns w/Sesame    2.21
7010   21605      2100  School Lunch, pizza, sausage topping, thick cr...    2.21
7707   25010      2500  Formulated bar, MARS SNACKFOOD US, COCOAVIA, C...    2.21
5771   18268      1800                French toast, frozen, ready-to-heat    2.21
7519   23441      1300  Beef, New Zealand, imported, tenderloin, separ...    2.21
5131   17033      1700  Lamb, domestic, rib, separable lean only, trim...    2.21
3856   13402      1300  Beef, round, bottom round, roast, separable le...    2.20
7825   28017      1800                  KASHI, TLC, Pita Crisps, Sea Salt    2.20
8075   28273      1800             MURRAY, Vanilla Creme Sandwich Cookies    2.20
3951   13796      1300  Beef, composite of trimmed retail cuts, separa...    2.20
8087   28285      1800  Bread, chapati or roti, whole wheat, commercia...    2.20
1676    7068       700                               Salami, cooked, beef    2.20
1742    7944       700                Turkey, white, rotisserie, deli cut    2.20
8030   28228      1800  MURRAY, SUGAR FREE, Vanilla Creme Sandwich Coo...    2.20
8029   28227      1800   MURRAY, SUGAR FREE, Lemon Creme Sandwich Cookies    2.20
8017   28214      1800               MURRAY, Lemon Creme Sandwich Cookies    2.20
6478   20008      2000            Buckwheat (Fagopyrum esculentum Moench)    2.20
6379   19438      2500  Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREAT...    2.20
7184   23094      1300  Beef, chuck for stew, separable lean and fat, ...    2.20
2398    9353       900    Blueberries, wild, canned, heavy syrup, drained    2.20
7927   28123      1800  KEEBLER, 100 Calorie RIGHT BITES, White Fudge ...    2.20
7902   28097      1800  KEEBLER, FUDGE SHOPPE, Merry Mint Patties, Hol...    2.20
7878   28072      1800  KEEBLER, Country Style Oatmeal Cookies with Ra...    2.20
8399   35171      3500          Fish, salmon, chum, dried (Alaska Native)    2.20
4464   14632      1400  Beverages, Meal supplement drink, canned, pean...    2.20
6002   18954      1800    Bread, pound cake type, pan de torta salvadoran    2.20
2428    9428       900                         Rowal, raw (Pangium edule)    2.20
5120   17022      1700  Lamb, domestic, leg, sirloin half, separable l...    2.20
1701    7900       700    Turkey, pork, and beef sausage, low fat, smoked    2.20
1688    7088       700                           Honey roll sausage, beef    2.20
7013   22118      1600  MORNINGSTAR FARMS Garden Veggie Patties, froze...    2.20
5083   16602      1600  MORNINGSTAR FARMS Meal Starters Veggie Meatbal...    2.20
7250   23160      1300  Beef, rib eye roast, boneless, lip-on, separab...    2.20
7384   23304      1300  Beef, Australian, imported, Wagyu, loin, tende...    2.20
7532   23454      1300  Beef, New Zealand, imported, cube roll, separa...    2.20
1032    5300       500            Turkey sticks, breaded, battered, fried    2.20
6354   19404      2500  Snacks, granola bars, soft, uncoated, chocolat...    2.19
5943   18533      1800           ARCHWAY Home Style Cookies, Iced Oatmeal    2.19
5139   17041      1700  Lamb, domestic, shoulder, whole (arm and blade...    2.19
1009    5190       500  Turkey, all classes, back, meat and skin, cook...    2.19
3996   13845      1300  Beef, rib, large end (ribs 6-9), separable lea...    2.19
7192   23102      1300  Beef, chuck, under blade pot roast or steak, b...    2.19
3978   13825      1300  Beef, rib, whole (ribs 6-12), separable lean a...    2.19
3990   13839      1300  Beef, rib, large end (ribs 6-9), separable lea...    2.19
6891   21396      2100  Fast foods, cheeseburger; double, large patty;...    2.18
3758   13097      1300  Beef, rib, eye, small end (ribs 10-12), separa...    2.18
3871   13421      1300  Beef, round, tip round, roast, separable lean ...    2.18
3306   11669      1100                Seaweed, wakame, raw (Undaria spp.)    2.18
3981   13828      1300  Beef, rib, whole (ribs 6-12), separable lean a...    2.18
5410   17313      1700  Lamb, Australian, imported, fresh, loin, separ...    2.18
4111   13972      1300  Beef, chuck eye roast, boneless, America's Bee...    2.18
4112   13973      1300  Beef, chuck eye roast, boneless, America's Bee...    2.18
6156   19124      1900                 Baking chocolate, mexican, squares    2.18
2944   11190      1100              Cornsalad, raw (Valerianella locusta)    2.18
7549   23471      1300  Beef, New Zealand, imported, tenderloin, separ...    2.18
