Long_Desc                                                                  VITA_RAE
Waxgourd, (chinese preserving melon), cooked, boiled, drained, with sa       0.0
Corn, sweet, white, raw (Zea mays)                                           0.0
Corn, sweet, white, cooked, boiled, drained, without salt                    0.0
Corn, sweet, white, cooked, boiled, drained, with salt                       0.0
Corn, sweet, white, canned, whole kernel, regular pack, solids and liq       0.0
Corn, sweet, white, canned, whole kernel, no salt added, solids and li       0.0
Corn, sweet, white, canned, whole kernel, drained solids                     0.0
Corn, sweet, white, canned, cream style, regular pack                        0.0
Corn, sweet, white, canned, cream style, no salt added                       0.0
Corn, sweet, white, canned, vacuum pack, regular pack                        0.0
Corn, sweet, white, canned, vacuum pack, no salt added                       0.0
Corn, sweet, white, frozen, kernels cut off cob, unprepared                  0.0
Salsify, cooked, boiled, drained, with salt                                  0.0
Potatoes, boiled, cooked without skin, flesh, with salt                      0.0
Potatoes, baked, flesh, with salt                                            0.0
Potatoes, boiled, cooked in skin, flesh, with salt                           0.0
Potatoes, boiled, cooked in skin, skin, with salt                            0.0
Potatoes, microwaved, cooked, in skin, flesh and skin, with salt             0.0
Rutabagas, cooked, boiled, drained, with salt                                0.0
Potatoes, microwaved, cooked in skin, flesh, with salt                       0.0
Potatoes, microwaved, cooked, in skin, skin with salt                        0.0
Potatoes, frozen, whole, cooked, boiled, drained, with salt                  0.0
Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heat       0.0
Radishes, oriental, cooked, boiled, drained, with salt                       0.0
Eppaw, raw (Perideridia oregana)                                             0.0
Cereals ready-to-eat, KELLOGG'S FROSTED MINI-WHEATS, Big Bite                0.0
Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granol       0.0
Potatoes, french fried, cottage-cut, salt not added in processing, fro       0.0
Potatoes, scalloped, dry mix, unprepared                                     0.0
Potatoes, hash brown, frozen, plain, unprepared                              0.0
Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil       0.0
Potatoes, french fried, shoestring, salt added in processing, frozen,        0.0
Potatoes, french fried, shoestring, salt added in processing, frozen,        0.0
Potato puffs, frozen, unprepared                                             0.0
Potato puffs, frozen, oven-heated                                            0.0
